
> data-vis@1.0.0 as1 /Users/saman/Projects/GitHub/data-vis
> node ./assignment-1/main.js

1486 28 7 -0
1486 38 11 -1
1486 48 14 -2
1486 59 16 -4
1486 71 16 -8
1486 83 12 -13
1486 96 5 -20
1486 110 -6 -29
1486 125 -24 -40
1486 141 -48 -54
1486 158 -78 -71
1486 176 -114 -92
1486 195 -156 -117
1486 215 -203 -146
1486 236 -256 -179
1486 258 -313 -218
1486 282 -375 -261
1486 306 -438 -307
1486 332 -500 -356
1486 359 -559 -404
1486 387 -608 -449
1486 417 -644 -488
1486 448 -663 -517
1486 479 -663 -536
1486 513 -646 -544
1486 547 -615 -543
1486 582 -575 -536
1486 618 -531 -526
1486 656 -486 -515
1486 694 -443 -505
1486 733 -403 -496
1486 773 -365 -490
1486 813 -329 -485
1486 854 -295 -480
1486 895 -261 -477
1486 937 -228 -473
1486 979 -196 -469
1486 1020 -163 -464
1486 1062 -131 -458
1486 1104 -98 -451
1486 1145 -65 -443
1486 1186 -32 -434
1486 1226 0 -423
1486 1266 33 -412
1486 1305 67 -399
1486 1343 101 -385
1486 1381 135 -369
1486 1417 170 -353
1486 1452 205 -335
1486 1486 240 -315
1486 1520 275 -295
1486 1551 311 -273
1486 1582 347 -251
1486 1612 382 -227
1486 1640 416 -203
1486 1667 450 -179
1486 1693 483 -155
1486 1717 516 -131
1486 1741 549 -109
1486 1763 583 -88
1486 1784 621 -69
1486 1804 666 -54
1486 1823 719 -41
1486 1841 785 -30
1486 1858 865 -23
1486 1874 959 -17
1486 1889 1067 -13
1486 1903 1186 -10
1486 1916 1310 -7
1486 1928 1435 -5
1486 1940 1557 -3
1486 1951 1669 -2
1486 1961 1770 -1
1486 1971 1856 -0
1486 1980 1923 -0
1486 1988 1970 -0
1486 1996 1993 -0
1486 2000 2000 0
1520 0 0 0
1520 3 0 -0
1520 11 2 -0
1520 19 5 -0
1520 28 10 -0
1520 38 15 -0
1520 48 20 -1
1520 59 25 -3
1520 71 27 -6
1520 83 26 -10
1520 96 22 -15
1520 110 13 -22
1520 125 -1 -32
1520 141 -21 -44
1520 158 -47 -59
1520 176 -79 -78
1520 195 -116 -100
1520 215 -159 -128
1520 236 -207 -160
1520 258 -260 -197
1520 282 -318 -240
1520 306 -378 -288
1520 332 -441 -339
1520 359 -502 -393
1520 387 -557 -446
1520 417 -602 -494
1520 448 -632 -534
1520 479 -645 -563
1520 513 -639 -581
1520 547 -617 -587
1520 582 -583 -584
1520 618 -541 -576
1520 656 -497 -564
1520 694 -453 -553
1520 733 -410 -542
1520 773 -371 -533
1520 813 -334 -526
1520 854 -298 -521
1520 895 -265 -516
1520 937 -232 -512
1520 979 -200 -508
1520 1020 -168 -503
1520 1062 -136 -497
1520 1104 -104 -490
1520 1145 -73 -482
1520 1186 -41 -473
1520 1226 -9 -463
1520 1266 22 -451
1520 1305 54 -437
1520 1343 87 -422
1520 1381 119 -406
1520 1417 152 -388
1520 1452 186 -368
1520 1486 219 -348
1520 1520 253 -325
1520 1551 287 -302
1520 1582 321 -277
1520 1612 354 -251
1520 1640 388 -225
1520 1667 420 -199
1520 1693 453 -172
1520 1717 485 -146
1520 1741 519 -122
1520 1763 555 -100
1520 1784 595 -80
1520 1804 643 -62
1520 1823 700 -48
1520 1841 769 -37
1520 1858 852 -28
1520 1874 949 -21
1520 1889 1058 -16
1520 1903 1178 -12
1520 1916 1303 -9
1520 1928 1429 -6
1520 1940 1550 -4
1520 1951 1664 -2
1520 1961 1766 -1
1520 1971 1852 -0
1520 1980 1921 -0
1520 1988 1969 -0
1520 1996 1993 -0
1520 2000 2000 0
1551 0 0 0
1551 3 0 -0
1551 11 2 -0
1551 19 6 -0
1551 28 12 -0
1551 38 18 -0
1551 48 25 -1
1551 59 30 -2
1551 71 35 -4
1551 83 36 -6
1551 96 35 -10
1551 110 28 -16
1551 125 17 -23
1551 141 1 -33
1551 158 -21 -46
1551 176 -48 -62
1551 195 -81 -82
1551 215 -119 -107
1551 236 -162 -136
1551 258 -210 -172
1551 282 -262 -213
1551 306 -319 -260
1551 332 -379 -313
1551 359 -440 -370
1551 387 -498 -429
1551 417 -550 -486
1551 448 -591 -537
1551 479 -616 -578
1551 513 -622 -608
1551 547 -612 -624
1551 582 -586 -629
1551 618 -550 -625
1551 656 -507 -616
1551 694 -463 -604
1551 733 -420 -591
1551 773 -379 -580
1551 813 -340 -571
1551 854 -303 -563
1551 895 -269 -557
1551 937 -236 -552
1551 979 -204 -547
1551 1020 -172 -542
1551 1062 -141 -536
1551 1104 -111 -529
1551 1145 -80 -521
1551 1186 -50 -511
1551 1226 -19 -501
1551 1266 11 -488
1551 1305 41 -474
1551 1343 72 -459
1551 1381 103 -441
1551 1417 134 -422
1551 1452 166 -402
1551 1486 198 -379
1551 1520 230 -355
1551 1551 262 -330
1551 1582 294 -303
1551 1612 325 -276
1551 1640 357 -247
1551 1667 389 -218
1551 1693 421 -190
1551 1717 453 -162
1551 1741 488 -136
1551 1763 525 -112
1551 1784 568 -91
1551 1804 618 -72
1551 1823 679 -56
1551 1841 751 -44
1551 1858 837 -34
1551 1874 936 -26
1551 1889 1048 -20
1551 1903 1168 -15
1551 1916 1294 -11
1551 1928 1420 -7
1551 1940 1543 -5
1551 1951 1657 -3
1551 1961 1760 -1
1551 1971 1849 -0
1551 1980 1919 -0
1551 1988 1968 -0
1551 1996 1993 -0
1551 2000 2000 0
1582 0 0 0
1582 3 0 -0
1582 11 2 -0
1582 19 7 -0
1582 28 13 -0
1582 38 20 -0
1582 48 27 -0
1582 59 34 -1
1582 71 40 -2
1582 83 43 -3
1582 96 43 -6
1582 110 40 -10
1582 125 32 -15
1582 141 18 -23
1582 158 0 -33
1582 176 -23 -47
1582 195 -51 -64
1582 215 -85 -85
1582 236 -122 -112
1582 258 -164 -144
1582 282 -211 -182
1582 306 -262 -227
1582 332 -317 -279
1582 359 -375 -337
1582 387 -434 -400
1582 417 -490 -463
1582 448 -539 -525
1582 479 -575 -578
1582 513 -594 -622
1582 547 -596 -651
1582 582 -582 -667
1582 618 -554 -672
1582 656 -516 -667
1582 694 -474 -656
1582 733 -431 -643
1582 773 -388 -630
1582 813 -348 -619
1582 854 -310 -608
1582 895 -274 -600
1582 937 -241 -593
1582 979 -208 -586
1582 1020 -177 -580
1582 1062 -147 -574
1582 1104 -117 -567
1582 1145 -87 -558
1582 1186 -58 -549
1582 1226 -29 -538
1582 1266 -0 -525
1582 1305 28 -511
1582 1343 57 -495
1582 1381 87 -476
1582 1417 116 -456
1582 1452 146 -434
1582 1486 175 -411
1582 1520 205 -385
1582 1551 235 -358
1582 1582 265 -330
1582 1612 295 -300
1582 1640 325 -269
1582 1667 356 -239
1582 1693 387 -208
1582 1717 420 -179
1582 1741 455 -151
1582 1763 494 -126
1582 1784 539 -103
1582 1804 593 -83
1582 1823 656 -66
1582 1841 732 -52
1582 1858 820 -41
1582 1874 922 -32
1582 1889 1035 -24
1582 1903 1157 -18
1582 1916 1284 -13
1582 1928 1410 -9
1582 1940 1534 -6
1582 1951 1650 -3
1582 1961 1754 -1
1582 1971 1844 -0
1582 1980 1916 -0
1582 1988 1967 -0
1582 1996 1993 -0
1582 2000 2000 0
1612 0 0 0
1612 3 0 0
1612 11 2 0
1612 19 7 0
1612 28 13 0
1612 38 20 0
1612 48 28 0
1612 59 35 -0
1612 71 42 -0
1612 83 47 -1
1612 96 49 -2
1612 110 47 -4
1612 125 42 -8
1612 141 32 -13
1612 158 17 -21
1612 176 -2 -32
1612 195 -27 -46
1612 215 -55 -64
1612 236 -88 -87
1612 258 -124 -115
1612 282 -164 -149
1612 306 -209 -191
1612 332 -258 -240
1612 359 -312 -297
1612 387 -368 -360
1612 417 -425 -428
1612 448 -478 -496
1612 479 -522 -561
1612 513 -554 -618
1612 547 -569 -663
1612 582 -567 -694
1612 618 -550 -710
1612 656 -521 -714
1612 694 -483 -709
1612 733 -442 -698
1612 773 -399 -684
1612 813 -358 -671
1612 854 -319 -658
1612 895 -282 -647
1612 937 -247 -637
1612 979 -214 -629
1612 1020 -183 -621
1612 1062 -153 -613
1612 1104 -123 -605
1612 1145 -95 -596
1612 1186 -67 -586
1612 1226 -39 -574
1612 1266 -11 -561
1612 1305 15 -546
1612 1343 42 -530
1612 1381 70 -511
1612 1417 97 -490
1612 1452 124 -467
1612 1486 152 -442
1612 1520 180 -415
1612 1551 207 -386
1612 1582 235 -356
1612 1612 264 -325
1612 1640 292 -293
1612 1667 322 -260
1612 1693 352 -228
1612 1717 385 -197
1612 1741 421 -168
1612 1763 462 -141
1612 1784 510 -117
1612 1804 566 -95
1612 1823 632 -77
1612 1841 711 -62
1612 1858 802 -49
1612 1874 906 -39
1612 1889 1021 -30
1612 1903 1144 -23
1612 1916 1271 -16
1612 1928 1399 -11
1612 1940 1523 -7
1612 1951 1640 -4
1612 1961 1747 -2
1612 1971 1839 -0
1612 1980 1914 -0
1612 1988 1966 -0
1612 1996 1993 -0
1612 2000 2000 0
1640 0 0 0
1640 3 0 0
1640 11 2 0
1640 19 6 0
1640 28 12 0
1640 38 20 0
1640 48 27 0
1640 59 35 0
1640 71 42 1
1640 83 48 1
1640 96 51 0
1640 110 52 0
1640 125 48 -1
1640 141 41 -5
1640 158 29 -10
1640 176 12 -18
1640 195 -7 -29
1640 215 -31 -44
1640 236 -59 -62
1640 258 -90 -86
1640 282 -124 -116
1640 306 -162 -153
1640 332 -205 -198
1640 359 -252 -251
1640 387 -304 -312
1640 417 -358 -380
1640 448 -412 -453
1640 479 -461 -527
1640 513 -502 -596
1640 547 -529 -656
1640 582 -541 -703
1640 618 -536 -735
1640 656 -517 -752
1640 694 -487 -756
1640 733 -450 -751
1640 773 -410 -741
1640 813 -369 -727
1640 854 -329 -713
1640 895 -291 -699
1640 937 -255 -686
1640 979 -221 -675
1640 1020 -190 -665
1640 1062 -160 -655
1640 1104 -131 -645
1640 1145 -103 -635
1640 1186 -76 -624
1640 1226 -49 -612
1640 1266 -23 -598
1640 1305 2 -582
1640 1343 27 -564
1640 1381 53 -545
1640 1417 78 -523
1640 1452 103 -499
1640 1486 128 -473
1640 1520 154 -445
1640 1551 179 -415
1640 1582 205 -384
1640 1612 232 -351
1640 1640 259 -318
1640 1667 287 -284
1640 1693 317 -251
1640 1717 350 -218
1640 1741 387 -188
1640 1763 429 -159
1640 1784 479 -133
1640 1804 537 -110
1640 1823 607 -91
1640 1841 688 -74
1640 1858 781 -59
1640 1874 887 -47
1640 1889 1004 -37
1640 1903 1128 -28
1640 1916 1256 -20
1640 1928 1385 -14
1640 1940 1511 -9
1640 1951 1630 -5
1640 1961 1739 -2
1640 1971 1833 -1
1640 1980 1910 -0
1640 1988 1964 -0
1640 1996 1992 -0
1640 2000 2000 0
1667 0 0 0
1667 3 0 0
1667 11 2 0
1667 19 6 0
1667 28 12 0
1667 38 18 0
1667 48 26 0
1667 59 34 1
1667 71 41 2
1667 83 47 2
1667 96 51 3
1667 110 53 3
1667 125 51 3
1667 141 46 1
1667 158 37 -1
1667 176 24 -6
1667 195 7 -14
1667 215 -12 -25
1667 236 -36 -40
1667 258 -62 -60
1667 282 -90 -85
1667 306 -122 -117
1667 332 -158 -156
1667 359 -198 -204
1667 387 -243 -261
1667 417 -292 -326
1667 448 -344 -399
1667 479 -394 -477
1667 513 -440 -555
1667 547 -477 -628
1667 582 -501 -691
1667 618 -509 -741
1667 656 -503 -775
1667 694 -483 -793
1667 733 -454 -799
1667 773 -418 -796
1667 813 -380 -785
1667 854 -340 -772
1667 895 -302 -757
1667 937 -265 -742
1667 979 -231 -728
1667 1020 -198 -715
1667 1062 -168 -702
1667 1104 -139 -690
1667 1145 -112 -678
1667 1186 -85 -665
1667 1226 -60 -651
1667 1266 -35 -636
1667 1305 -11 -619
1667 1343 12 -601
1667 1381 35 -580
1667 1417 59 -558
1667 1452 82 -533
1667 1486 105 -506
1667 1520 128 -477
1667 1551 151 -446
1667 1582 175 -414
1667 1612 200 -380
1667 1640 225 -346
1667 1667 252 -311
1667 1693 282 -277
1667 1717 315 -243
1667 1741 352 -211
1667 1763 396 -181
1667 1784 447 -154
1667 1804 508 -129
1667 1823 579 -107
1667 1841 663 -88
1667 1858 758 -72
1667 1874 866 -57
1667 1889 984 -45
1667 1903 1109 -34
1667 1916 1238 -25
1667 1928 1368 -17
1667 1940 1496 -11
1667 1951 1617 -6
1667 1961 1728 -3
1667 1971 1826 -1
1667 1980 1906 -0
1667 1988 1962 -0
1667 1996 1992 -0
1667 2000 2000 0
1693 0 0 0
1693 3 0 0
1693 11 2 0
1693 19 5 0
1693 28 11 0
1693 38 17 0
1693 48 24 1
1693 59 31 1
1693 71 39 2
1693 83 45 4
1693 96 49 5
1693 110 52 6
1693 125 51 7
1693 141 48 7
1693 158 41 6
1693 176 31 3
1693 195 17 -1
1693 215 0 -9
1693 236 -18 -21
1693 258 -39 -37
1693 282 -63 -57
1693 306 -89 -83
1693 332 -119 -117
1693 359 -152 -158
1693 387 -190 -208
1693 417 -232 -269
1693 448 -278 -338
1693 479 -326 -415
1693 513 -374 -497
1693 547 -416 -580
1693 582 -449 -657
1693 618 -469 -723
1693 656 -475 -776
1693 694 -468 -813
1693 733 -448 -834
1693 773 -420 -843
1693 813 -386 -841
1693 854 -350 -832
1693 895 -313 -819
1693 937 -276 -804
1693 979 -242 -789
1693 1020 -209 -773
1693 1062 -178 -757
1693 1104 -149 -742
1693 1145 -122 -727
1693 1186 -96 -712
1693 1226 -71 -696
1693 1266 -48 -679
1693 1305 -25 -661
1693 1343 -3 -641
1693 1381 18 -619
1693 1417 39 -596
1693 1452 60 -570
1693 1486 81 -542
1693 1520 102 -512
1693 1551 123 -481
1693 1582 145 -448
1693 1612 168 -414
1693 1640 192 -378
1693 1667 218 -343
1693 1693 247 -308
1693 1717 279 -273
1693 1741 317 -240
1693 1763 362 -209
1693 1784 414 -180
1693 1804 477 -153
1693 1823 550 -129
1693 1841 635 -107
1693 1858 732 -88
1693 1874 841 -71
1693 1889 960 -56
1693 1903 1086 -43
1693 1916 1217 -31
1693 1928 1348 -22
1693 1940 1478 -14
1693 1951 1602 -8
1693 1961 1716 -4
1693 1971 1818 -1
1693 1980 1901 -0
1693 1988 1960 -0
1693 1996 1992 -0
1693 2000 2000 0
1717 0 0 0
1717 3 0 0
1717 11 2 0
1717 19 5 0
1717 28 9 0
1717 38 15 0
1717 48 22 1
1717 59 28 2
1717 71 35 3
1717 83 41 5
1717 96 46 7
1717 110 49 9
1717 125 50 11
1717 141 48 12
1717 158 43 12
1717 176 35 11
1717 195 24 8
1717 215 10 3
1717 236 -5 -4
1717 258 -22 -16
1717 282 -42 -32
1717 306 -63 -54
1717 332 -87 -81
1717 359 -113 -116
1717 387 -144 -159
1717 417 -179 -212
1717 448 -218 -275
1717 479 -262 -348
1717 513 -306 -429
1717 547 -350 -515
1717 582 -388 -601
1717 618 -417 -681
1717 656 -435 -752
1717 694 -439 -808
1717 733 -431 -849
1717 773 -413 -874
1717 813 -387 -886
1717 854 -355 -887
1717 895 -321 -881
1717 937 -287 -870
1717 979 -253 -855
1717 1020 -220 -839
1717 1062 -189 -822
1717 1104 -160 -804
1717 1145 -133 -787
1717 1186 -108 -769
1717 1226 -84 -750
1717 1266 -61 -731
1717 1305 -40 -711
1717 1343 -19 -689
1717 1381 0 -666
1717 1417 20 -641
1717 1452 39 -614
1717 1486 58 -585
1717 1520 77 -554
1717 1551 96 -522
1717 1582 116 -488
1717 1612 137 -454
1717 1640 159 -418
1717 1667 184 -382
1717 1693 212 -346
1717 1717 244 -310
1717 1741 282 -276
1717 1763 327 -243
1717 1784 380 -212
1717 1804 444 -183
1717 1823 518 -156
1717 1841 604 -131
1717 1858 703 -109
1717 1874 813 -88
1717 1889 932 -70
1717 1903 1060 -54
1717 1916 1191 -39
1717 1928 1325 -27
1717 1940 1456 -18
1717 1951 1583 -10
1717 1961 1702 -5
1717 1971 1807 -2
1717 1980 1895 -0
1717 1988 1958 -0
1717 1996 1991 -0
1717 2000 2000 0
1741 0 0 0
1741 3 0 0
1741 11 1 0
1741 19 4 0
1741 28 8 0
1741 38 13 0
1741 48 19 1
1741 59 25 2
1741 71 31 3
1741 83 37 5
1741 96 42 8
1741 110 45 10
1741 125 46 13
1741 141 45 15
1741 158 42 17
1741 176 36 18
1741 195 27 17
1741 215 16 14
1741 236 3 8
1741 258 -10 0
1741 282 -26 -12
1741 306 -43 -28
1741 332 -61 -50
1741 359 -82 -78
1741 387 -106 -114
1741 417 -134 -159
1741 448 -167 -215
1741 479 -203 -280
1741 513 -243 -356
1741 547 -284 -440
1741 582 -323 -528
1741 618 -357 -618
1741 656 -383 -702
1741 694 -398 -776
1741 733 -401 -837
1741 773 -394 -882
1741 813 -377 -912
1741 854 -353 -929
1741 895 -324 -934
1741 937 -294 -931
1741 979 -262 -922
1741 1020 -231 -909
1741 1062 -201 -893
1741 1104 -173 -876
1741 1145 -146 -857
1741 1186 -121 -837
1741 1226 -98 -816
1741 1266 -76 -795
1741 1305 -55 -772
1741 1343 -36 -748
1741 1381 -17 -723
1741 1417 0 -696
1741 1452 17 -668
1741 1486 34 -638
1741 1520 52 -606
1741 1551 69 -573
1741 1582 87 -539
1741 1612 106 -503
1741 1640 127 -467
1741 1667 151 -430
1741 1693 178 -394
1741 1717 209 -357
1741 1741 247 -321
1741 1763 291 -286
1741 1784 345 -253
1741 1804 408 -220
1741 1823 483 -190
1741 1841 570 -161
1741 1858 669 -135
1741 1874 779 -110
1741 1889 900 -88
1741 1903 1028 -68
1741 1916 1161 -50
1741 1928 1296 -35
1741 1940 1430 -22
1741 1951 1561 -13
1741 1961 1684 -7
1741 1971 1794 -2
1741 1980 1887 -0
1741 1988 1955 -0
1741 1996 1990 -0
1741 2000 2000 0
1763 0 0 0
1763 3 0 0
1763 11 1 0
1763 19 3 0
1763 28 7 0
1763 38 11 0
1763 48 16 1
1763 59 22 2
1763 71 27 4
1763 83 33 6
1763 96 37 8
1763 110 40 11
1763 125 42 15
1763 141 42 18
1763 158 40 20
1763 176 35 22
1763 195 28 23
1763 215 20 22
1763 236 9 19
1763 258 -1 13
1763 282 -14 4
1763 306 -28 -7
1763 332 -42 -24
1763 359 -58 -47
1763 387 -77 -76
1763 417 -98 -113
1763 448 -123 -159
1763 479 -153 -216
1763 513 -186 -283
1763 547 -223 -361
1763 582 -259 -447
1763 618 -294 -538
1763 656 -324 -629
1763 694 -347 -716
1763 733 -360 -794
1763 773 -362 -860
1763 813 -355 -910
1763 854 -340 -946
1763 895 -319 -969
1763 937 -294 -980
1763 979 -266 -982
1763 1020 -238 -977
1763 1062 -211 -967
1763 1104 -184 -952
1763 1145 -158 -935
1763 1186 -135 -916
1763 1226 -112 -895
1763 1266 -91 -872
1763 1305 -72 -848
1763 1343 -53 -822
1763 1381 -36 -795
1763 1417 -19 -767
1763 1452 -3 -736
1763 1486 11 -705
1763 1520 27 -672
1763 1551 43 -638
1763 1582 59 -602
1763 1612 77 -566
1763 1640 96 -529
1763 1667 119 -491
1763 1693 144 -453
1763 1717 175 -415
1763 1741 211 -378
1763 1763 255 -340
1763 1784 308 -304
1763 1804 371 -268
1763 1823 445 -233
1763 1841 531 -200
1763 1858 630 -168
1763 1874 740 -138
1763 1889 861 -110
1763 1903 990 -85
1763 1916 1124 -63
1763 1928 1261 -44
1763 1940 1399 -29
1763 1951 1534 -17
1763 1961 1662 -8
1763 1971 1779 -3
1763 1980 1878 -1
1763 1988 1951 -0
1763 1996 1990 -0
1763 2000 2000 0
1784 0 0 0
1784 3 0 0
1784 11 1 0
1784 19 3 0
1784 28 6 0
1784 38 9 0
1784 48 14 1
1784 59 19 2
1784 71 23 4
1784 83 28 6
1784 96 32 9
1784 110 35 12
1784 125 37 15
1784 141 37 19
1784 158 36 23
1784 176 33 26
1784 195 27 28
1784 215 21 28
1784 236 12 27
1784 258 3 24
1784 282 -6 18
1784 306 -17 9
1784 332 -28 -3
1784 359 -40 -21
1784 387 -54 -44
1784 417 -70 -73
1784 448 -89 -111
1784 479 -112 -158
1784 513 -139 -216
1784 547 -169 -284
1784 582 -201 -363
1784 618 -233 -449
1784 656 -264 -542
1784 694 -290 -635
1784 733 -309 -725
1784 773 -320 -806
1784 813 -322 -876
1784 854 -316 -933
1784 895 -303 -975
1784 937 -285 -1005
1784 979 -263 -1023
1784 1020 -240 -1031
1784 1062 -216 -1032
1784 1104 -192 -1026
1784 1145 -168 -1015
1784 1186 -146 -1000
1784 1226 -125 -981
1784 1266 -106 -960
1784 1305 -88 -937
1784 1343 -71 -911
1784 1381 -55 -883
1784 1417 -40 -854
1784 1452 -25 -822
1784 1486 -11 -790
1784 1520 2 -755
1784 1551 16 -720
1784 1582 31 -683
1784 1612 48 -645
1784 1640 66 -606
1784 1667 87 -567
1784 1693 111 -528
1784 1717 140 -488
1784 1741 175 -448
1784 1763 217 -407
1784 1784 268 -367
1784 1804 330 -327
1784 1823 403 -287
1784 1841 488 -248
1784 1858 585 -210
1784 1874 695 -173
1784 1889 815 -139
1784 1903 944 -108
1784 1916 1080 -80
1784 1928 1220 -56
1784 1940 1361 -36
1784 1951 1501 -21
1784 1961 1636 -11
1784 1971 1760 -4
1784 1980 1867 -1
1784 1988 1946 -0
1784 1996 1989 -0
1784 2000 2000 0
1804 0 0 0
1804 3 0 0
1804 11 1 0
1804 19 2 0
1804 28 5 0
1804 38 8 0
1804 48 11 1
1804 59 15 2
1804 71 19 4
1804 83 23 6
1804 96 27 9
1804 110 30 12
1804 125 32 16
1804 141 33 20
1804 158 32 24
1804 176 29 28
1804 195 25 31
1804 215 20 33
1804 236 13 33
1804 258 6 32
1804 282 -1 28
1804 306 -9 22
1804 332 -17 12
1804 359 -26 -0
1804 387 -37 -18
1804 417 -48 -41
1804 448 -62 -71
1804 479 -80 -109
1804 513 -100 -157
1804 547 -124 -214
1804 582 -151 -283
1804 618 -179 -361
1804 656 -206 -448
1804 694 -232 -540
1804 733 -254 -634
1804 773 -270 -725
1804 813 -279 -810
1804 854 -281 -884
1804 895 -276 -946
1804 937 -265 -996
1804 979 -250 -1033
1804 1020 -233 -1059
1804 1062 -213 -1075
1804 1104 -193 -1083
1804 1145 -173 -1083
1804 1186 -154 -1077
1804 1226 -135 -1066
1804 1266 -118 -1051
1804 1305 -102 -1032
1804 1343 -87 -1009
1804 1381 -72 -984
1804 1417 -59 -956
1804 1452 -46 -925
1804 1486 -33 -892
1804 1520 -21 -857
1804 1551 -8 -820
1804 1582 4 -782
1804 1612 19 -743
1804 1640 36 -703
1804 1667 55 -661
1804 1693 77 -619
1804 1717 105 -577
1804 1741 138 -533
1804 1763 178 -489
1804 1784 227 -445
1804 1804 286 -399
1804 1823 356 -353
1804 1841 439 -307
1804 1858 534 -261
1804 1874 642 -217
1804 1889 761 -175
1804 1903 890 -136
1804 1916 1027 -101
1804 1928 1170 -70
1804 1940 1316 -46
1804 1951 1462 -27
1804 1961 1604 -14
1804 1971 1738 -6
1804 1980 1854 -1
1804 1988 1941 -0
1804 1996 1987 -0
1804 2000 2000 0
1823 0 0 0
1823 3 0 0
1823 11 0 0
1823 19 2 0
1823 28 4 0
1823 38 6 0
1823 48 9 1
1823 59 12 2
1823 71 16 3
1823 83 19 6
1823 96 22 8
1823 110 25 12
1823 125 27 16
1823 141 28 20
1823 158 27 24
1823 176 25 29
1823 195 22 32
1823 215 18 35
1823 236 13 37
1823 258 7 37
1823 282 1 35
1823 306 -4 31
1823 332 -10 24
1823 359 -17 15
1823 387 -24 1
1823 417 -32 -15
1823 448 -43 -39
1823 479 -55 -69
1823 513 -70 -107
1823 547 -88 -154
1823 582 -109 -211
1823 618 -132 -279
1823 656 -156 -356
1823 694 -179 -442
1823 733 -201 -533
1823 773 -218 -626
1823 813 -231 -718
1823 854 -239 -804
1823 895 -240 -882
1823 937 -236 -949
1823 979 -228 -1005
1823 1020 -216 -1050
1823 1062 -202 -1085
1823 1104 -187 -1109
1823 1145 -171 -1125
1823 1186 -155 -1133
1823 1226 -140 -1135
1823 1266 -125 -1130
1823 1305 -111 -1120
1823 1343 -99 -1106
1823 1381 -87 -1087
1823 1417 -75 -1064
1823 1452 -65 -1037
1823 1486 -54 -1007
1823 1520 -44 -974
1823 1551 -33 -938
1823 1582 -21 -900
1823 1612 -8 -860
1823 1640 6 -818
1823 1667 23 -775
1823 1693 44 -730
1823 1717 69 -684
1823 1741 100 -637
1823 1763 137 -588
1823 1784 183 -538
1823 1804 238 -487
1823 1823 305 -434
1823 1841 384 -380
1823 1858 475 -325
1823 1874 580 -271
1823 1889 698 -219
1823 1903 827 -171
1823 1916 965 -127
1823 1928 1111 -89
1823 1940 1262 -58
1823 1951 1415 -34
1823 1961 1567 -17
1823 1971 1711 -7
1823 1980 1838 -2
1823 1988 1934 -0
1823 1996 1986 -0
1823 2000 2000 0
1841 0 0 0
1841 3 0 0
1841 11 0 0
1841 19 1 0
1841 28 3 0
1841 38 5 0
1841 48 7 1
1841 59 10 2
1841 71 12 3
1841 83 15 5
1841 96 18 8
1841 110 20 11
1841 125 22 15
1841 141 23 20
1841 158 23 24
1841 176 21 29
1841 195 19 33
1841 215 16 36
1841 236 12 39
1841 258 8 40
1841 282 3 39
1841 306 -1 37
1841 332 -6 33
1841 359 -10 26
1841 387 -15 16
1841 417 -21 3
1841 448 -28 -14
1841 479 -37 -37
1841 513 -48 -67
1841 547 -61 -104
1841 582 -77 -151
1841 618 -94 -207
1841 656 -113 -273
1841 694 -133 -348
1841 733 -152 -431
1841 773 -169 -520
1841 813 -183 -611
1841 854 -193 -702
1841 895 -199 -788
1841 937 -200 -868
1841 979 -197 -939
1841 1020 -191 -1001
1841 1062 -182 -1053
1841 1104 -172 -1095
1841 1145 -160 -1129
1841 1186 -149 -1154
1841 1226 -137 -1171
1841 1266 -125 -1181
1841 1305 -115 -1185
1841 1343 -105 -1183
1841 1381 -96 -1175
1841 1417 -87 -1163
1841 1452 -79 -1145
1841 1486 -71 -1123
1841 1520 -63 -1096
1841 1551 -55 -1065
1841 1582 -45 -1030
1841 1612 -35 -992
1841 1640 -22 -951
1841 1667 -7 -906
1841 1693 10 -859
1841 1717 32 -810
1841 1741 60 -759
1841 1763 94 -705
1841 1784 136 -649
1841 1804 187 -591
1841 1823 249 -530
1841 1841 323 -467
1841 1858 409 -403
1841 1874 510 -338
1841 1889 625 -275
1841 1903 752 -215
1841 1916 891 -160
1841 1928 1041 -113
1841 1940 1198 -73
1841 1951 1360 -43
1841 1961 1523 -22
1841 1971 1680 -9
1841 1980 1819 -3
1841 1988 1926 -0
1841 1996 1984 -0
1841 2000 2000 0
1858 0 0 0
1858 3 0 0
1858 11 0 0
1858 19 1 0
1858 28 2 0
1858 38 3 0
1858 48 5 1
1858 59 7 2
1858 71 10 3
1858 83 12 5
1858 96 14 8
1858 110 16 11
1858 125 17 14
1858 141 18 19
1858 158 18 23
1858 176 17 28
1858 195 16 32
1858 215 13 36
1858 236 10 39
1858 258 7 41
1858 282 3 41
1858 306 0 41
1858 332 -3 38
1858 359 -6 33
1858 387 -9 26
1858 417 -13 16
1858 448 -18 3
1858 479 -24 -13
1858 513 -31 -36
1858 547 -41 -65
1858 582 -52 -101
1858 618 -65 -146
1858 656 -80 -200
1858 694 -95 -264
1858 733 -111 -336
1858 773 -126 -416
1858 813 -139 -501
1858 854 -150 -588
1858 895 -157 -676
1858 937 -161 -761
1858 979 -162 -841
1858 1020 -160 -914
1858 1062 -156 -980
1858 1104 -150 -1037
1858 1145 -142 -1087
1858 1186 -134 -1128
1858 1226 -126 -1162
1858 1266 -118 -1188
1858 1305 -110 -1208
1858 1343 -103 -1222
1858 1381 -97 -1230
1858 1417 -91 -1232
1858 1452 -86 -1228
1858 1486 -81 -1219
