
> data-vis@1.0.0 as1 /Users/saman/Projects/GitHub/data-vis
> node ./assignment-1/main.js

236 71 8 -0
236 83 9 0
236 96 9 0
236 110 7 1
236 125 5 2
236 141 2 3
236 158 -2 6
236 176 -9 10
236 195 -18 15
236 215 -28 23
236 236 -40 33
236 258 -54 45
236 282 -70 61
236 306 -86 81
236 332 -104 104
236 359 -122 131
236 387 -140 161
236 417 -157 195
236 448 -172 232
236 479 -184 272
236 513 -193 313
236 547 -198 356
236 582 -200 398
236 618 -198 440
236 656 -191 480
236 694 -181 518
236 733 -168 554
236 773 -151 586
236 813 -133 616
236 854 -112 641
236 895 -91 663
236 937 -68 681
236 979 -45 696
236 1020 -22 706
236 1062 0 713
236 1104 22 717
236 1145 44 717
236 1186 64 713
236 1226 83 706
236 1266 101 696
236 1305 117 682
236 1343 130 665
236 1381 141 645
236 1417 150 622
236 1452 155 596
236 1486 158 568
236 1520 157 539
236 1551 153 508
236 1582 145 476
236 1612 135 444
236 1640 121 414
236 1667 105 384
236 1693 85 356
236 1717 63 330
236 1741 38 306
236 1763 10 284
236 1784 -19 264
236 1804 -52 244
236 1823 -85 225
236 1841 -116 206
236 1858 -140 188
236 1874 -146 168
236 1889 -119 147
236 1903 -42 123
236 1916 99 98
236 1928 310 72
236 1940 583 48
236 1951 896 28
236 1961 1214 13
236 1971 1504 5
236 1980 1737 1
236 1988 1898 0
236 1996 1979 0
236 2000 2000 0
258 0 0 0
258 3 0 0
258 11 0 0
258 19 1 0
258 28 2 0
258 38 4 0
258 48 5 0
258 59 7 0
258 71 8 0
258 83 8 0
258 96 7 1
258 110 6 2
258 125 3 4
258 141 -1 6
258 158 -7 10
258 176 -15 15
258 195 -26 21
258 215 -38 30
258 236 -53 42
258 258 -69 57
258 282 -87 75
258 306 -107 97
258 332 -127 122
258 359 -147 152
258 387 -167 185
258 417 -186 221
258 448 -202 260
258 479 -215 302
258 513 -224 344
258 547 -229 387
258 582 -230 430
258 618 -226 472
258 656 -218 511
258 694 -206 549
258 733 -190 583
258 773 -171 614
258 813 -150 642
258 854 -127 666
258 895 -103 686
258 937 -78 703
258 979 -53 717
258 1020 -28 726
258 1062 -2 733
258 1104 21 736
258 1145 45 736
258 1186 67 733
258 1226 89 727
258 1266 108 717
258 1305 126 705
258 1343 142 690
258 1381 156 672
258 1417 166 651
258 1452 174 627
258 1486 178 601
258 1520 179 573
258 1551 176 544
258 1582 170 513
258 1612 160 481
258 1640 147 450
258 1667 130 419
258 1693 111 389
258 1717 88 360
258 1741 62 333
258 1763 34 307
258 1784 4 282
258 1804 -27 257
258 1823 -60 234
258 1841 -90 210
258 1858 -111 187
258 1874 -113 164
258 1889 -81 140
258 1903 2 115
258 1916 150 89
258 1928 366 64
258 1940 639 42
258 1951 945 24
258 1961 1252 12
258 1971 1529 4
258 1980 1751 1
258 1988 1903 0
258 1996 1980 0
258 2000 2000 0
282 0 0 0
282 3 0 0
282 11 0 0
282 19 1 0
282 28 2 0
282 38 4 0
282 48 5 0
282 59 6 0
282 71 7 0
282 83 7 1
282 96 6 2
282 110 3 3
282 125 -0 6
282 141 -6 9
282 158 -14 13
282 176 -24 20
282 195 -36 28
282 215 -51 39
282 236 -68 52
282 258 -87 69
282 282 -108 89
282 306 -130 114
282 332 -153 142
282 359 -176 174
282 387 -198 209
282 417 -218 248
282 448 -235 289
282 479 -249 332
282 513 -258 375
282 547 -262 419
282 582 -261 461
282 618 -256 502
282 656 -245 540
282 694 -230 576
282 733 -212 608
282 773 -191 637
282 813 -167 663
282 854 -142 685
282 895 -115 704
282 937 -88 719
282 979 -60 732
282 1020 -33 741
282 1062 -6 747
282 1104 20 750
282 1145 46 750
282 1186 70 747
282 1226 94 741
282 1266 116 733
282 1305 136 722
282 1343 154 708
282 1381 169 691
282 1417 182 672
282 1452 192 650
282 1486 198 626
282 1520 201 600
282 1551 200 572
282 1582 196 543
282 1612 187 512
282 1640 175 480
282 1667 159 449
282 1693 139 417
282 1717 117 386
282 1741 91 356
282 1763 63 326
282 1784 34 297
282 1804 3 269
282 1823 -28 241
282 1841 -56 214
282 1858 -75 187
282 1874 -74 161
282 1889 -38 135
282 1903 50 108
282 1916 203 82
282 1928 421 58
282 1940 691 38
282 1951 990 21
282 1961 1287 10
282 1971 1552 4
282 1980 1763 1
282 1988 1908 0
282 1996 1981 0
282 2000 2000 0
306 0 0 0
306 3 0 0
306 11 0 0
306 19 1 0
306 28 2 0
306 38 3 0
306 48 4 0
306 59 5 0
306 71 5 1
306 83 5 2
306 96 3 3
306 110 -0 5
306 125 -5 8
306 141 -12 12
306 158 -22 18
306 176 -34 25
306 195 -49 35
306 215 -66 47
306 236 -86 63
306 258 -108 82
306 282 -132 105
306 306 -157 132
306 332 -183 163
306 359 -208 197
306 387 -232 235
306 417 -253 275
306 448 -271 318
306 479 -284 361
306 513 -293 405
306 547 -296 448
306 582 -293 489
306 618 -285 528
306 656 -272 565
306 694 -255 598
306 733 -234 628
306 773 -210 655
306 813 -184 678
306 854 -156 698
306 895 -127 715
306 937 -97 728
306 979 -67 739
306 1020 -38 747
306 1062 -9 753
306 1104 19 755
306 1145 47 756
306 1186 73 753
306 1226 99 748
306 1266 122 741
306 1305 144 731
306 1343 164 719
306 1381 182 704
306 1417 197 686
306 1452 209 666
306 1486 218 644
306 1520 223 619
306 1551 224 593
306 1582 221 565
306 1612 214 535
306 1640 204 504
306 1667 189 472
306 1693 170 439
306 1717 149 407
306 1741 124 374
306 1763 98 342
306 1784 69 310
306 1804 39 279
306 1823 10 248
306 1841 -16 218
306 1858 -33 188
306 1874 -30 159
306 1889 9 131
306 1903 102 103
306 1916 257 78
306 1928 475 54
306 1940 742 34
306 1951 1034 19
306 1961 1320 9
306 1971 1573 3
306 1980 1775 1
306 1988 1913 0
306 1996 1982 0
306 2000 2000 0
332 0 0 0
332 3 0 0
332 11 0 0
332 19 1 0
332 28 2 0
332 38 3 0
332 48 3 0
332 59 4 0
332 71 3 1
332 83 2 2
332 96 -0 4
332 110 -5 7
332 125 -11 10
332 141 -20 15
332 158 -32 22
332 176 -47 31
332 195 -64 42
332 215 -84 57
332 236 -107 75
332 258 -132 96
332 282 -160 122
332 306 -188 151
332 332 -216 184
332 359 -244 221
332 387 -269 260
332 417 -291 302
332 448 -309 345
332 479 -321 389
332 513 -328 432
332 547 -330 474
332 582 -325 513
332 618 -314 550
332 656 -298 584
332 694 -278 614
332 733 -254 641
332 773 -227 665
332 813 -199 685
332 854 -168 703
332 895 -137 717
332 937 -106 729
332 979 -74 738
332 1020 -43 746
332 1062 -12 750
332 1104 18 753
332 1145 47 753
332 1186 76 752
332 1226 103 748
332 1266 129 741
332 1305 153 733
332 1343 175 722
332 1381 194 708
332 1417 211 692
332 1452 226 674
332 1486 236 653
332 1520 244 631
332 1551 247 606
332 1582 247 579
332 1612 242 550
332 1640 233 519
332 1667 221 488
332 1693 204 455
332 1717 184 421
332 1741 161 387
332 1763 136 353
332 1784 109 319
332 1804 81 286
332 1823 53 253
332 1841 28 220
332 1858 13 188
332 1874 19 158
332 1889 61 128
332 1903 156 100
332 1916 313 74
332 1928 530 51
332 1940 792 32
332 1951 1075 18
332 1961 1351 9
332 1971 1594 3
332 1980 1786 1
332 1988 1917 0
332 1996 1983 0
332 2000 2000 0
359 0 0 0
359 3 0 0
359 11 0 0
359 19 0 0
359 28 1 0
359 38 2 0
359 48 2 0
359 59 2 1
359 71 1 2
359 83 -1 3
359 96 -5 5
359 110 -11 8
359 125 -19 13
359 141 -31 19
359 158 -45 27
359 176 -62 37
359 195 -82 50
359 215 -106 67
359 236 -132 87
359 258 -161 111
359 282 -191 139
359 306 -222 170
359 332 -253 206
359 359 -282 244
359 387 -308 285
359 417 -331 327
359 448 -348 370
359 479 -359 413
359 513 -364 455
359 547 -363 494
359 582 -355 532
359 618 -342 565
359 656 -323 596
359 694 -299 623
359 733 -273 646
359 773 -243 667
359 813 -212 684
359 854 -180 699
359 895 -146 711
359 937 -113 721
359 979 -80 729
359 1020 -47 735
359 1062 -14 739
359 1104 17 742
359 1145 48 743
359 1186 78 741
359 1226 106 738
359 1266 134 733
359 1305 160 726
359 1343 184 717
359 1381 206 705
359 1417 225 691
359 1452 241 674
359 1486 254 655
359 1520 264 634
359 1551 270 611
359 1582 272 585
359 1612 270 557
359 1640 264 528
359 1667 253 496
359 1693 239 464
359 1717 221 430
359 1741 201 395
359 1763 177 360
359 1784 152 325
359 1804 126 290
359 1823 100 255
359 1841 78 221
359 1858 64 188
359 1874 72 156
359 1889 117 126
359 1903 213 97
359 1916 370 71
359 1928 584 49
359 1940 841 30
359 1951 1116 17
359 1961 1381 8
359 1971 1613 3
359 1980 1796 1
359 1988 1921 0
359 1996 1984 0
359 2000 2000 0
387 0 0 0
387 3 0 0
387 11 0 0
387 19 0 0
387 28 1 0
387 38 1 0
387 48 1 0
387 59 -0 1
387 71 -2 2
387 83 -5 4
387 96 -11 6
387 110 -19 10
387 125 -30 15
387 141 -43 22
387 158 -60 32
387 176 -80 44
387 195 -104 59
387 215 -131 77
387 236 -161 100
387 258 -193 126
387 282 -226 156
387 306 -260 189
387 332 -292 226
387 359 -323 266
387 387 -350 307
387 417 -372 349
387 448 -388 392
387 479 -397 433
387 513 -400 472
387 547 -395 509
387 582 -384 543
387 618 -367 573
387 656 -345 600
387 694 -318 623
387 733 -289 643
387 773 -257 660
387 813 -223 674
387 854 -189 686
387 895 -154 696
387 937 -120 704
387 979 -85 711
387 1020 -51 716
387 1062 -17 720
387 1104 15 722
387 1145 48 723
387 1186 79 723
387 1226 109 721
387 1266 138 717
387 1305 166 711
387 1343 192 703
387 1381 216 693
387 1417 237 681
387 1452 256 666
387 1486 271 649
387 1520 284 630
387 1551 292 608
387 1582 297 584
387 1612 298 557
387 1640 294 529
387 1667 287 499
387 1693 275 466
387 1717 260 433
387 1741 242 398
387 1763 221 363
387 1784 199 327
387 1804 175 291
387 1823 151 256
387 1841 130 221
387 1858 119 187
387 1874 129 155
387 1889 175 124
387 1903 272 95
387 1916 428 69
387 1928 640 47
387 1940 890 29
387 1951 1156 16
387 1961 1411 8
387 1971 1633 3
387 1980 1807 0
387 1988 1925 0
387 1996 1985 0
387 2000 2000 0
417 0 0 0
417 3 0 0
417 11 0 0
417 19 0 0
417 28 0 0
417 38 -0 0
417 48 -1 0
417 59 -3 1
417 71 -6 3
417 83 -11 5
417 96 -19 8
417 110 -29 12
417 125 -42 18
417 141 -58 27
417 158 -78 37
417 176 -102 51
417 195 -129 68
417 215 -159 88
417 236 -193 113
417 258 -228 141
417 282 -264 172
417 306 -300 208
417 332 -334 245
417 359 -365 285
417 387 -392 326
417 417 -413 368
417 448 -427 408
417 479 -434 447
417 513 -433 484
417 547 -425 517
417 582 -411 547
417 618 -390 573
417 656 -364 596
417 694 -335 615
417 733 -302 631
417 773 -268 644
417 813 -233 655
417 854 -197 664
417 895 -161 672
417 937 -125 679
417 979 -89 684
417 1020 -54 689
417 1062 -19 692
417 1104 14 695
417 1145 47 696
417 1186 80 697
417 1226 111 696
417 1266 142 693
417 1305 171 689
417 1343 199 682
417 1381 224 674
417 1417 248 664
417 1452 269 651
417 1486 287 636
417 1520 302 618
417 1551 314 598
417 1582 321 576
417 1612 325 551
417 1640 324 524
417 1667 320 494
417 1693 312 463
417 1717 300 430
417 1741 284 396
417 1763 267 361
417 1784 247 325
417 1804 225 289
417 1823 204 254
417 1841 185 219
417 1858 176 185
417 1874 188 152
417 1889 235 122
417 1903 333 93
417 1916 488 67
417 1928 695 46
417 1940 939 28
417 1951 1195 16
417 1961 1440 7
417 1971 1652 3
417 1980 1817 0
417 1988 1929 0
417 1996 1985 0
417 2000 2000 0
448 0 0 0
448 3 -0 0
448 11 -0 0
448 19 -0 0
448 28 -0 0
448 38 -1 0
448 48 -3 1
448 59 -6 2
448 71 -11 3
448 83 -18 6
448 96 -28 9
448 110 -40 15
448 125 -56 22
448 141 -76 31
448 158 -99 43
448 176 -126 58
448 195 -157 77
448 215 -192 99
448 236 -228 125
448 258 -267 155
448 282 -305 188
448 306 -343 224
448 332 -378 262
448 359 -409 301
448 387 -434 341
448 417 -454 381
448 448 -465 419
448 479 -469 455
448 513 -465 488
448 547 -453 518
448 582 -434 543
448 618 -410 565
448 656 -381 583
448 694 -348 598
448 733 -313 610
448 773 -277 620
448 813 -240 628
448 854 -203 635
448 895 -166 642
448 937 -130 647
448 979 -93 652
448 1020 -57 655
448 1062 -22 659
448 1104 12 661
448 1145 46 663
448 1186 80 664
448 1226 112 664
448 1266 144 662
448 1305 175 659
448 1343 204 655
448 1381 232 648
448 1417 258 640
448 1452 281 629
448 1486 302 616
448 1520 320 600
448 1551 334 582
448 1582 344 561
448 1612 351 538
448 1640 354 512
448 1667 353 484
448 1693 348 454
448 1717 339 422
448 1741 327 389
448 1763 313 355
448 1784 296 320
448 1804 277 285
448 1823 258 250
448 1841 242 215
448 1858 235 182
448 1874 248 150
448 1889 297 119
448 1903 395 91
448 1916 548 66
448 1928 751 44
448 1940 987 27
448 1951 1234 15
448 1961 1469 7
448 1971 1670 2
448 1980 1827 0
448 1988 1933 0
448 1996 1986 0
448 2000 2000 0
479 0 0 0
479 3 -0 0
479 11 -0 0
479 19 -0 0
479 28 -2 0
479 38 -4 0
479 48 -7 1
479 59 -11 2
479 71 -18 4
479 83 -27 7
479 96 -39 11
479 110 -54 17
479 125 -73 25
479 141 -96 36
479 158 -123 49
479 176 -154 66
479 195 -189 86
479 215 -227 110
479 236 -267 137
479 258 -307 168
479 282 -348 201
479 306 -387 237
479 332 -422 275
479 359 -452 313
479 387 -476 351
479 417 -493 389
479 448 -501 424
479 479 -501 456
479 513 -493 485
479 547 -477 510
479 582 -454 531
479 618 -426 548
479 656 -393 562
479 694 -358 573
479 733 -322 582
479 773 -284 589
479 813 -246 595
479 854 -208 601
479 895 -171 605
479 937 -133 610
479 979 -97 614
479 1020 -60 617
479 1062 -24 620
479 1104 10 623
479 1145 45 625
479 1186 79 626
479 1226 113 627
479 1266 146 626
479 1305 178 625
479 1343 208 621
479 1381 238 616
479 1417 266 610
479 1452 291 601
479 1486 315 590
479 1520 335 576
479 1551 353 560
479 1582 366 541
479 1612 377 519
479 1640 383 495
479 1667 385 469
479 1693 384 440
479 1717 379 410
479 1741 370 378
479 1763 359 345
479 1784 345 311
479 1804 329 277
479 1823 312 243
479 1841 298 210
479 1858 293 177
479 1874 309 146
479 1889 359 116
479 1903 457 88
479 1916 608 64
479 1928 807 43
479 1940 1036 26
479 1951 1273 14
479 1961 1497 7
479 1971 1689 2
479 1980 1837 0
479 1988 1937 0
479 1996 1987 0
479 2000 2000 0
513 0 0 0
513 3 -0 0
513 11 -0 0
513 19 -1 0
513 28 -3 0
513 38 -6 0
513 48 -11 1
513 59 -17 2
513 71 -26 5
513 83 -37 8
513 96 -52 13
513 110 -70 20
513 125 -92 29
513 141 -119 40
513 158 -150 55
513 176 -185 73
513 195 -223 95
513 215 -264 119
513 236 -307 148
513 258 -350 179
513 282 -392 212
513 306 -431 247
513 332 -465 283
513 359 -494 320
513 387 -516 356
513 417 -530 390
513 448 -534 421
513 479 -530 450
513 513 -517 474
513 547 -497 494
513 582 -470 511
513 618 -438 524
513 656 -403 534
513 694 -366 542
513 733 -328 548
513 773 -289 553
513 813 -251 558
513 854 -212 562
513 895 -174 566
513 937 -137 569
513 979 -100 573
513 1020 -63 576
513 1062 -27 579
513 1104 8 582
513 1145 43 584
513 1186 78 586
513 1226 112 587
513 1266 146 587
513 1305 179 586
513 1343 212 584
513 1381 243 580
513 1417 272 575
513 1452 300 568
513 1486 326 558
513 1520 349 546
513 1551 370 532
513 1582 387 515
513 1612 400 496
513 1640 410 474
513 1667 416 449
513 1693 418 422
513 1717 417 394
513 1741 412 364
513 1763 404 332
513 1784 393 300
513 1804 380 267
513 1823 366 235
513 1841 354 203
513 1858 352 171
513 1874 369 141
513 1889 421 112
513 1903 520 85
513 1916 669 61
513 1928 862 41
513 1940 1084 25
513 1951 1312 14
513 1961 1525 6
513 1971 1707 2
513 1980 1847 0
513 1988 1941 0
513 1996 1988 0
513 2000 2000 0
547 0 0 0
547 3 -0 0
547 11 -1 0
547 19 -2 0
547 28 -5 0
547 38 -9 0
547 48 -15 1
547 59 -24 3
547 71 -35 6
547 83 -49 9
547 96 -67 15
547 110 -88 22
547 125 -114 32
547 141 -145 45
547 158 -180 61
547 176 -218 80
547 195 -260 102
547 215 -304 127
547 236 -349 156
547 258 -393 186
547 282 -435 219
547 306 -474 253
547 332 -508 287
547 359 -535 321
547 387 -554 354
547 417 -564 385
547 448 -564 412
547 479 -555 436
547 513 -537 456
547 547 -513 472
547 582 -482 484
547 618 -447 494
547 656 -410 501
547 694 -371 506
547 733 -332 510
547 773 -293 514
547 813 -254 517
547 854 -215 520
547 895 -177 524
547 937 -140 527
547 979 -103 530
547 1020 -66 533
547 1062 -29 536
547 1104 6 539
547 1145 41 541
547 1186 77 543
547 1226 112 544
547 1266 146 545
547 1305 180 545
547 1343 214 543
547 1381 246 541
547 1417 278 537
547 1452 308 531
547 1486 336 523
547 1520 362 513
547 1551 385 501
547 1582 406 486
547 1612 423 468
547 1640 436 448
547 1667 446 426
547 1693 451 401
547 1717 453 374
547 1741 452 346
547 1763 447 317
547 1784 439 286
547 1804 429 255
547 1823 418 225
547 1841 409 194
547 1858 409 164
547 1874 429 135
547 1889 483 108
547 1903 581 82
547 1916 728 59
547 1928 916 39
547 1940 1131 24
547 1951 1349 13
547 1961 1553 6
547 1971 1725 2
547 1980 1857 0
547 1988 1945 0
547 1996 1989 0
547 2000 2000 0
582 0 0 0
582 3 -0 0
582 11 -1 0
582 19 -3 0
582 28 -7 0
582 38 -13 0
582 48 -21 2
582 59 -32 3
582 71 -45 6
582 83 -62 11
582 96 -83 17
582 110 -109 25
582 125 -139 36
582 141 -173 49
582 158 -211 66
582 176 -253 85
582 195 -298 108
582 215 -344 133
582 236 -390 161
582 258 -435 190
582 282 -478 221
582 306 -516 253
582 332 -548 285
582 359 -572 316
582 387 -588 346
582 417 -594 373
582 448 -590 396
582 479 -576 416
582 513 -554 432
582 547 -525 444
582 582 -491 452
582 618 -454 459
582 656 -415 463
582 694 -375 466
582 733 -335 469
582 773 -296 472
582 813 -257 475
582 854 -218 478
582 895 -180 481
582 937 -143 484
582 979 -106 487
582 1020 -69 490
582 1062 -32 493
582 1104 3 496
582 1145 39 498
582 1186 75 500
582 1226 111 501
582 1266 146 502
582 1305 181 502
582 1343 215 501
582 1381 249 500
582 1417 282 496
582 1452 314 492
582 1486 344 485
582 1520 373 477
582 1551 399 466
582 1582 422 453
582 1612 443 438
582 1640 460 420
582 1667 473 399
582 1693 482 377
582 1717 488 352
582 1741 490 326
582 1763 488 299
582 1784 484 271
582 1804 477 242
582 1823 468 213
582 1841 462 184
582 1858 464 156
582 1874 487 129
582 1889 542 102
582 1903 641 78
582 1916 786 56
582 1928 970 37
582 1940 1176 23
582 1951 1386 12
582 1961 1579 6
582 1971 1742 2
582 1980 1866 0
582 1988 1948 0
582 1996 1989 0
582 2000 2000 0
618 0 0 0
618 3 -0 0
618 11 -2 0
618 19 -5 0
618 28 -10 0
618 38 -17 1
618 48 -28 2
618 59 -41 4
618 71 -57 7
618 83 -77 12
618 96 -102 18
618 110 -131 27
618 125 -165 38
618 141 -203 52
618 158 -244 69
618 176 -289 89
618 195 -336 111
618 215 -384 136
618 236 -431 162
618 258 -477 190
618 282 -518 219
618 306 -555 249
618 332 -585 278
618 359 -607 306
618 387 -619 332
618 417 -620 355
618 448 -611 375
618 479 -593 390
618 513 -566 402
618 547 -533 410
618 582 -497 416
618 618 -458 420
618 656 -418 423
618 694 -377 425
618 733 -338 427
618 773 -298 429
618 813 -259 432
618 854 -221 435
618 895 -183 438
618 937 -146 441
618 979 -108 444
618 1020 -71 447
618 1062 -35 450
618 1104 1 453
618 1145 37 455
618 1186 74 457
618 1226 110 458
618 1266 145 459
618 1305 181 460
618 1343 216 459
618 1381 251 458
618 1417 286 455
618 1452 319 451
618 1486 351 446
618 1520 382 439
618 1551 411 430
618 1582 437 418
618 1612 461 405
618 1640 481 389
618 1667 498 371
618 1693 511 350
618 1717 520 328
618 1741 526 304
618 1763 527 279
618 1784 526 253
618 1804 521 227
618 1823 515 200
618 1841 512 174
618 1858 517 147
618 1874 542 122
618 1889 600 97
618 1903 699 73
618 1916 842 53
618 1928 1021 35
618 1940 1220 21
618 1951 1421 11
618 1961 1604 5
618 1971 1758 2
618 1980 1874 0
618 1988 1952 0
618 1996 1990 0
618 2000 2000 0
656 0 0 0
656 3 -0 0
656 11 -2 0
656 19 -6 0
656 28 -13 0
656 38 -22 1
656 48 -35 2
656 59 -51 4
656 71 -70 8
656 83 -94 13
656 96 -122 20
656 110 -155 29
656 125 -192 41
656 141 -233 55
656 158 -278 71
656 176 -325 90
656 195 -374 112
656 215 -423 135
656 236 -470 160
656 258 -515 185
656 282 -557 212
656 306 -592 239
656 332 -620 265
656 359 -638 290
656 387 -646 312
656 417 -643 332
656 448 -629 347
656 479 -606 359
656 513 -575 368
656 547 -539 374
656 582 -501 377
656 618 -460 380
656 656 -420 381
656 694 -379 383
656 733 -340 385
656 773 -300 387
656 813 -262 389
656 854 -224 392
656 895 -186 395
656 937 -149 398
656 979 -111 402
656 1020 -74 405
656 1062 -37 408
656 1104 -0 410
656 1145 35 413
656 1186 72 414
656 1226 108 416
656 1266 145 417
656 1305 181 417
656 1343 217 417
656 1381 253 416
656 1417 289 414
656 1452 323 411
656 1486 358 406
656 1520 390 400
656 1551 422 392
656 1582 451 383
656 1612 477 371
656 1640 501 357
656 1667 521 341
656 1693 537 323
656 1717 550 303
656 1741 559 281
656 1763 564 259
656 1784 565 235
656 1804 563 211
656 1823 560 187
656 1841 559 162
656 1858 567 138
656 1874 595 114
656 1889 655 91
656 1903 755 69
656 1916 896 49
656 1928 1071 33
656 1940 1263 20
656 1951 1454 11
656 1961 1628 5
656 1971 1773 2
656 1980 1882 0
656 1988 1955 0
656 1996 1991 0
656 2000 2000 0
694 0 0 0
694 3 -0 0
694 11 -3 0
694 19 -8 0
694 28 -16 0
694 38 -28 1
694 48 -43 2
694 59 -61 5
694 71 -84 8
694 83 -111 14
694 96 -143 21
694 110 -179 30
694 125 -220 41
694 141 -264 55
694 158 -311 71
694 176 -360 89
694 195 -409 109
694 215 -459 130
694 236 -507 153
694 258 -551 176
694 282 -592 200
694 306 -625 224
694 332 -650 247
694 359 -665 269
694 387 -669 288
694 417 -661 304
694 448 -642 316
694 479 -615 325
694 513 -581 331
694 547 -543 334
694 582 -503 336
694 618 -462 338
694 656 -421 339
694 694 -381 340
694 733 -342 342
694 773 -303 344
694 813 -265 347
694 854 -227 350
694 895 -189 353
694 937 -152 357
694 979 -114 360
694 1020 -77 363
694 1062 -40 366
694 1104 -3 368
694 1145 33 371
694 1186 70 373
694 1226 107 374
694 1266 144 375
694 1305 181 375
694 1343 218 375
694 1381 254 374
694 1417 291 373
694 1452 327 370
694 1486 363 366
694 1520 397 361
694 1551 431 355
694 1582 462 346
694 1612 492 336
694 1640 518 324
694 1667 541 310
694 1693 561 294
694 1717 577 277
694 1741 589 258
694 1763 596 237
694 1784 601 216
694 1804 602 194
694 1823 601 172
694 1841 603 150
694 1858 614 128
694 1874 645 106
694 1889 707 84
694 1903 808 64
694 1916 947 46
694 1928 1117 30
694 1940 1302 18
694 1951 1485 10
694 1961 1650 4
694 1971 1787 1
694 1980 1890 0
694 1988 1958 0
694 1996 1991 0
694 2000 2000 0
733 0 0 0
733 3 -0 0
733 11 -4 0
733 19 -10 0
733 28 -20 0
733 38 -34 1
733 48 -51 2
733 59 -73 5
733 71 -99 9
733 83 -129 14
733 96 -164 21
733 110 -204 30
733 125 -247 41
733 141 -293 54
733 158 -342 69
733 176 -392 85
733 195 -442 103
733 215 -492 122
733 236 -540 142
733 258 -584 163
733 282 -623 184
733 306 -655 205
733 332 -677 225
733 359 -689 243
733 387 -688 259
733 417 -676 272
733 448 -653 281
733 479 -622 287
733 513 -585 291
733 547 -545 293
733 582 -504 295
733 618 -463 295
733 656 -422 296
733 694 -383 298
733 733 -344 300
733 773 -305 302
733 813 -268 305
733 854 -230 309
733 895 -192 312
733 937 -155 315
733 979 -117 319
733 1020 -80 322
733 1062 -43 324
733 1104 -5 327
733 1145 31 329
733 1186 69 331
733 1226 106 333
733 1266 143 334
733 1305 181 334
733 1343 218 334
733 1381 256 334
733 1417 293 332
733 1452 330 330
733 1486 367 327
733 1520 403 323
733 1551 438 317
733 1582 472 310
733 1612 504 302
733 1640 533 291
733 1667 559 279
733 1693 582 266
733 1717 601 250
733 1741 615 234
733 1763 626 216
733 1784 633 197
733 1804 636 178
733 1823 638 158
733 1841 643 138
733 1858 657 118
733 1874 691 98
733 1889 756 78
733 1903 858 59
733 1916 996 42
733 1928 1161 28
733 1940 1340 16
733 1951 1514 9
733 1961 1671 4
733 1971 1800 1
733 1980 1897 0
733 1988 1960 0
733 1996 1992 0
733 2000 2000 0
773 0 0 0
773 3 -0 0
773 11 -4 0
773 19 -12 0
773 28 -24 0
773 38 -40 1
773 48 -60 2
773 59 -85 5
773 71 -114 9
773 83 -147 14
773 96 -185 20
773 110 -227 29
773 125 -273 39
773 141 -321 51
773 158 -370 64
773 176 -421 79
773 195 -472 94
773 215 -521 111
773 236 -569 128
773 258 -613 146
773 282 -651 164
773 306 -681 182
773 332 -700 199
773 359 -708 214
773 387 -703 227
773 417 -687 236
773 448 -661 243
773 479 -627 248
773 513 -588 250
773 547 -547 252
773 582 -505 252
773 618 -464 253
773 656 -424 254
773 694 -384 256
773 733 -346 258
773 773 -308 261
773 813 -271 264
773 854 -233 267
773 895 -196 271
773 937 -158 274
773 979 -121 277
773 1020 -83 280
773 1062 -45 283
773 1104 -8 286
773 1145 29 288
773 1186 67 290
773 1226 105 292
773 1266 142 293
773 1305 180 294
773 1343 218 294
773 1381 256 294
773 1417 294 293
773 1452 333 291
773 1486 371 289
773 1520 408 285
773 1551 445 281
773 1582 481 275
773 1612 515 268
773 1640 546 259
773 1667 575 249
773 1693 600 237
773 1717 622 224
773 1741 639 210
773 1763 652 194
773 1784 662 178
773 1804 668 161
773 1823 672 144
773 1841 679 126
773 1858 697 108
773 1874 734 89
773 1889 802 71
773 1903 904 54
773 1916 1041 38
773 1928 1202 25
773 1940 1374 15
773 1951 1541 8
773 1961 1690 3
773 1971 1812 1
773 1980 1903 0
773 1988 1963 0
773 1996 1992 0
773 2000 2000 0
813 0 0 0
813 3 -1 0
813 11 -5 0
813 19 -14 0
813 28 -28 0
813 38 -46 1
813 48 -69 2
813 59 -96 5
813 71 -128 8
813 83 -164 13
813 96 -205 19
813 110 -249 27
813 125 -296 36
813 141 -345 46
813 158 -395 57
813 176 -446 69
813 195 -497 82
813 215 -547 96
813 236 -594 110
813 258 -637 125
813 282 -674 140
813 306 -702 155
813 332 -720 169
813 359 -724 181
813 387 -716 191
813 417 -696 199
813 448 -666 204
813 479 -630 207
813 513 -589 209
813 547 -547 209
813 582 -506 210
813 618 -465 211
813 656 -425 212
813 694 -387 214
813 733 -349 216
813 773 -311 219
813 813 -274 223
813 854 -237 226
813 895 -199 229
813 937 -162 233
813 979 -124 236
813 1020 -86 239
813 1062 -48 242
813 1104 -10 245
813 1145 27 248
813 1186 65 250
813 1226 103 252
813 1266 141 253
813 1305 180 254
813 1343 218 254
813 1381 257 254
813 1417 296 254
813 1452 335 253
813 1486 373 251
813 1520 412 248
813 1551 450 245
813 1582 488 240
813 1612 523 234
813 1640 557 227
813 1667 588 219
813 1693 616 209
813 1717 640 198
813 1741 659 186
813 1763 675 173
813 1784 687 159
813 1804 695 144
813 1823 702 129
813 1841 712 114
